time/time_elapsed,time/iterations,time/total_timesteps,time/fps,train/value_loss,train/explained_variance,train/learning_rate,train/clip_fraction,train/n_updates,train/loss,train/clip_range,train/entropy_loss,train/approx_kl,train/policy_gradient_loss,time/episodes,rollout/exploration_rate
22,,1190,54,,,0.001,,544,0.017867350950837135,,,,,170,0.05
22,,1197,53,,,0.001,,548,0.020630495622754097,,,,,171,0.05
22,,1204,53,,,0.001,,551,0.01715921424329281,,,,,172,0.05
22,,1211,53,,,0.001,,555,0.02984743006527424,,,,,173,0.05
22,,1218,53,,,0.001,,558,0.010208725929260254,,,,,174,0.05
22,,1225,53,,,0.001,,562,0.015608048066496849,,,,,175,0.05
22,,1232,54,,,0.001,,565,0.013566378504037857,,,,,176,0.05
22,,1239,54,,,0.001,,569,0.00856457557529211,,,,,177,0.05
22,,1246,54,,,0.001,,572,0.013656577095389366,,,,,178,0.05
23,,1253,53,,,0.001,,576,0.025413908064365387,,,,,179,0.05
23,,1260,53,,,0.001,,579,0.019374551251530647,,,,,180,0.05
23,,1267,53,,,0.001,,583,0.017223704606294632,,,,,181,0.05
23,,1274,53,,,0.001,,586,0.01746036671102047,,,,,182,0.05
24,,1281,53,,,0.001,,590,0.013255111873149872,,,,,183,0.05
24,,1288,53,,,0.001,,593,0.006837234832346439,,,,,184,0.05
24,,1295,53,,,0.001,,597,0.010330724529922009,,,,,185,0.05
24,,1302,53,,,0.001,,600,0.026683224365115166,,,,,186,0.05
24,,1309,53,,,0.001,,604,0.00920883659273386,,,,,187,0.05
24,,1316,53,,,0.001,,607,0.013611551374197006,,,,,188,0.05
24,,1323,53,,,0.001,,611,0.009599010460078716,,,,,189,0.05
24,,1330,53,,,0.001,,614,0.019053878262639046,,,,,190,0.05
25,,1337,52,,,0.001,,618,0.02804115228354931,,,,,191,0.05
25,,1344,52,,,0.001,,621,0.031889282166957855,,,,,192,0.05
25,,1351,52,,,0.001,,625,0.02114052139222622,,,,,193,0.05
25,,1358,52,,,0.001,,628,0.01377490907907486,,,,,194,0.05
26,,1365,52,,,0.001,,632,0.014580827206373215,,,,,195,0.05
26,,1372,52,,,0.001,,635,0.006590503733605146,,,,,196,0.05
26,,1379,52,,,0.001,,639,0.009796113707125187,,,,,197,0.05
26,,1386,52,,,0.001,,642,0.03205811604857445,,,,,198,0.05
26,,1393,52,,,0.001,,646,0.023187339305877686,,,,,199,0.05
26,,1400,52,,,0.001,,649,0.035202886909246445,,,,,200,0.05
26,,1407,53,,,0.001,,653,0.01876196078956127,,,,,201,0.05
26,,1414,53,,,0.001,,656,0.011188938282430172,,,,,202,0.05
26,,1421,53,,,0.001,,660,0.019152726978063583,,,,,203,0.05
26,,1428,53,,,0.001,,663,0.01775815524160862,,,,,204,0.05
26,,1435,53,,,0.001,,667,0.012313146144151688,,,,,205,0.05
26,,1442,53,,,0.001,,670,0.016348330304026604,,,,,206,0.05
27,,1449,53,,,0.001,,674,0.025791743770241737,,,,,207,0.05
27,,1456,53,,,0.001,,677,0.014288229867815971,,,,,208,0.05
27,,1463,53,,,0.001,,681,0.010818139649927616,,,,,209,0.05
27,,1470,53,,,0.001,,684,0.020716529339551926,,,,,210,0.05
27,,1477,53,,,0.001,,688,0.005652096122503281,,,,,211,0.05
27,,1484,53,,,0.001,,691,0.029056880623102188,,,,,212,0.05
27,,1491,53,,,0.001,,695,0.0202978253364563,,,,,213,0.05
27,,1498,54,,,0.001,,698,0.013383784331381321,,,,,214,0.05
27,,1505,54,,,0.001,,702,0.008146408013999462,,,,,215,0.05
27,,1512,54,,,0.001,,705,0.024786319583654404,,,,,216,0.05
28,,1519,54,,,0.001,,709,0.009696466848254204,,,,,217,0.05
28,,1526,54,,,0.001,,712,0.017309846356511116,,,,,218,0.05
28,,1533,54,,,0.001,,716,0.017181845381855965,,,,,219,0.05
28,,1540,54,,,0.001,,719,0.00833846814930439,,,,,220,0.05
28,,1547,54,,,0.001,,723,0.014676024205982685,,,,,221,0.05
28,,1554,54,,,0.001,,726,0.01918022520840168,,,,,222,0.05
28,,1561,54,,,0.001,,730,0.02413060888648033,,,,,223,0.05
28,,1568,54,,,0.001,,733,0.008672558702528477,,,,,224,0.05
28,,1575,54,,,0.001,,737,0.022210951894521713,,,,,225,0.05
28,,1582,54,,,0.001,,740,0.009317279793322086,,,,,226,0.05
28,,1589,54,,,0.001,,744,0.023455007001757622,,,,,227,0.05
29,,1596,54,,,0.001,,747,0.014923016540706158,,,,,228,0.05
29,,1603,54,,,0.001,,751,0.014767749235033989,,,,,229,0.05
29,,1610,55,,,0.001,,754,0.022201087325811386,,,,,230,0.05
29,,1617,55,,,0.001,,758,0.025592302903532982,,,,,231,0.05
29,,1624,55,,,0.001,,761,0.011345149017870426,,,,,232,0.05
29,,1631,55,,,0.001,,765,0.013996551744639874,,,,,233,0.05
29,,1638,55,,,0.001,,768,0.011300900019705296,,,,,234,0.05
29,,1645,55,,,0.001,,772,0.008921800181269646,,,,,235,0.05
29,,1652,55,,,0.001,,775,0.011606940068304539,,,,,236,0.05
29,,1659,55,,,0.001,,779,0.028774823993444443,,,,,237,0.05
29,,1666,55,,,0.001,,782,0.0062827058136463165,,,,,238,0.05
30,,1673,55,,,0.001,,786,0.02345353178679943,,,,,239,0.05
30,,1680,55,,,0.001,,789,0.013194330967962742,,,,,240,0.05
30,,1687,55,,,0.001,,793,0.008223428390920162,,,,,241,0.05
30,,1694,55,,,0.001,,796,0.009861270897090435,,,,,242,0.05
30,,1701,55,,,0.001,,800,0.009555814787745476,,,,,243,0.05
30,,1708,56,,,0.001,,803,0.011814285069704056,,,,,244,0.05
30,,1715,56,,,0.001,,807,0.026150967925786972,,,,,245,0.05
30,,1722,56,,,0.001,,810,0.015849795192480087,,,,,246,0.05
30,,1729,56,,,0.001,,814,0.010277364403009415,,,,,247,0.05
30,,1736,56,,,0.001,,817,0.0077900392934679985,,,,,248,0.05
30,,1743,56,,,0.001,,821,0.039057668298482895,,,,,249,0.05
31,,1750,56,,,0.001,,824,0.01432280894368887,,,,,250,0.05
31,,1757,56,,,0.001,,828,0.014532530680298805,,,,,251,0.05
31,,1764,56,,,0.001,,831,0.02186005935072899,,,,,252,0.05
31,,1771,56,,,0.001,,835,0.011584126390516758,,,,,253,0.05
31,,1778,56,,,0.001,,838,0.01181008294224739,,,,,254,0.05
31,,1785,56,,,0.001,,842,0.022885175421833992,,,,,255,0.05
31,,1792,56,,,0.001,,845,0.02241860330104828,,,,,256,0.05
31,,1799,56,,,0.001,,849,0.014624021016061306,,,,,257,0.05
31,,1806,56,,,0.001,,852,0.020149724557995796,,,,,258,0.05
31,,1813,56,,,0.001,,856,0.020098019391298294,,,,,259,0.05
31,,1820,56,,,0.001,,859,0.023926325142383575,,,,,260,0.05
32,,1827,56,,,0.001,,863,0.014655686914920807,,,,,261,0.05
32,,1834,57,,,0.001,,866,0.014831357635557652,,,,,262,0.05
32,,1841,57,,,0.001,,870,0.013144859112799168,,,,,263,0.05
32,,1848,57,,,0.001,,873,0.010797228664159775,,,,,264,0.05
32,,1855,57,,,0.001,,877,0.014341899193823338,,,,,265,0.05
32,,1862,57,,,0.001,,880,0.015498963184654713,,,,,266,0.05
32,,1869,57,,,0.001,,884,0.016322968527674675,,,,,267,0.05
32,,1876,57,,,0.001,,887,0.016283225268125534,,,,,268,0.05
32,,1883,57,,,0.001,,891,0.022358693182468414,,,,,269,0.05
32,,1890,57,,,0.001,,894,0.009485416114330292,,,,,270,0.05
33,,1897,57,,,0.001,,898,0.021224288269877434,,,,,271,0.05
33,,1904,57,,,0.001,,901,0.01575189083814621,,,,,272,0.05
33,,1911,57,,,0.001,,905,0.015001223422586918,,,,,273,0.05
33,,1918,57,,,0.001,,908,0.024625979363918304,,,,,274,0.05
33,,1925,57,,,0.001,,912,0.007942275144159794,,,,,275,0.05
33,,1932,57,,,0.001,,915,0.011757529340684414,,,,,276,0.05
33,,1939,57,,,0.001,,919,0.017606033012270927,,,,,277,0.05
33,,1946,57,,,0.001,,922,0.019737066701054573,,,,,278,0.05
34,,1953,56,,,0.001,,926,0.020494604483246803,,,,,279,0.05
34,,1960,56,,,0.001,,929,0.010854852385818958,,,,,280,0.05
34,,1967,56,,,0.001,,933,0.00533102173358202,,,,,281,0.05
34,,1974,56,,,0.001,,936,0.013869504444301128,,,,,282,0.05
35,,1981,56,,,0.001,,940,0.02942054159939289,,,,,283,0.05
35,,1988,56,,,0.001,,943,0.011163616552948952,,,,,284,0.05
35,,1995,56,,,0.001,,947,0.025469232350587845,,,,,285,0.05
35,,2002,55,,,0.001,,950,0.015646403655409813,,,,,286,0.05
36,,2009,55,,,0.001,,954,0.01690792851150036,,,,,287,0.05
36,,2016,55,,,0.001,,957,0.007007730193436146,,,,,288,0.05
36,,2023,55,,,0.001,,961,0.01928754709661007,,,,,289,0.05
36,,2030,55,,,0.001,,964,0.02378581278026104,,,,,290,0.05
36,,2037,55,,,0.001,,968,0.02195976860821247,,,,,291,0.05
37,,2044,54,,,0.001,,971,0.011830744333565235,,,,,292,0.05
37,,2051,54,,,0.001,,975,0.020793097093701363,,,,,293,0.05
37,,2058,54,,,0.001,,978,0.01636565662920475,,,,,294,0.05
38,,2065,54,,,0.001,,982,0.005546884145587683,,,,,295,0.05
38,,2072,54,,,0.001,,985,0.025950532406568527,,,,,296,0.05
38,,2079,54,,,0.001,,989,0.018498839810490608,,,,,297,0.05
38,,2086,54,,,0.001,,992,0.03873160853981972,,,,,298,0.05
38,,2093,54,,,0.001,,996,0.0138929458335042,,,,,299,0.05
38,,2100,54,,,0.001,,999,0.014833685010671616,,,,,300,0.05
38,,2107,54,,,0.001,,1003,0.008942991495132446,,,,,301,0.05
38,,2114,54,,,0.001,,1006,0.02597973681986332,,,,,302,0.05
38,,2121,54,,,0.001,,1010,0.009815644472837448,,,,,303,0.05
38,,2128,54,,,0.001,,1013,0.014969865791499615,,,,,304,0.05
38,,2135,54,,,0.001,,1017,0.0204869844019413,,,,,305,0.05
39,,2142,54,,,0.001,,1020,0.027485115453600883,,,,,306,0.05
39,,2149,54,,,0.001,,1024,0.013610349036753178,,,,,307,0.05
40,,2156,53,,,0.001,,1027,0.010165929794311523,,,,,308,0.05
40,,2163,53,,,0.001,,1031,0.015535887330770493,,,,,309,0.05
40,,2170,53,,,0.001,,1034,0.011148471385240555,,,,,310,0.05
41,,2177,52,,,0.001,,1038,0.018027041107416153,,,,,311,0.05
41,,2184,52,,,0.001,,1041,0.02306968718767166,,,,,312,0.05
41,,2191,52,,,0.001,,1045,0.01996416039764881,,,,,313,0.05
41,,2198,52,,,0.001,,1048,0.01706620678305626,,,,,314,0.05
41,,2205,52,,,0.001,,1052,0.011558893136680126,,,,,315,0.05
42,,2212,52,,,0.001,,1055,0.017488844692707062,,,,,316,0.05
42,,2219,52,,,0.001,,1059,0.011767164804041386,,,,,317,0.05
42,,2226,52,,,0.001,,1062,0.009148549288511276,,,,,318,0.05
42,,2233,52,,,0.001,,1066,0.020271141082048416,,,,,319,0.05
42,,2240,52,,,0.001,,1069,0.024563413113355637,,,,,320,0.05
42,,2247,52,,,0.001,,1073,0.00623324466869235,,,,,321,0.05
42,,2254,52,,,0.001,,1076,0.004538483452051878,,,,,322,0.05
43,,2261,52,,,0.001,,1080,0.014748579822480679,,,,,323,0.05
43,,2268,52,,,0.001,,1083,0.01763913594186306,,,,,324,0.05
43,,2275,51,,,0.001,,1087,0.012573132291436195,,,,,325,0.05
44,,2282,51,,,0.001,,1090,0.01689089648425579,,,,,326,0.05
44,,2289,51,,,0.001,,1094,0.014711247757077217,,,,,327,0.05
44,,2296,51,,,0.001,,1097,0.01651386357843876,,,,,328,0.05
44,,2303,51,,,0.001,,1101,0.011911185458302498,,,,,329,0.05
45,,2310,51,,,0.001,,1104,0.02366682142019272,,,,,330,0.05
45,,2317,50,,,0.001,,1108,0.015415137633681297,,,,,331,0.05
45,,2324,50,,,0.001,,1111,0.01576295681297779,,,,,332,0.05
45,,2331,51,,,0.001,,1115,0.0189525093883276,,,,,333,0.05
45,,2338,51,,,0.001,,1118,0.00882658176124096,,,,,334,0.05
46,,2345,50,,,0.001,,1122,0.01956162415444851,,,,,335,0.05
46,,2352,50,,,0.001,,1125,0.021448159590363503,,,,,336,0.05
46,,2359,51,,,0.001,,1129,0.014239540323615074,,,,,337,0.05
46,,2366,51,,,0.001,,1132,0.027863487601280212,,,,,338,0.05
46,,2373,51,,,0.001,,1136,0.01653328537940979,,,,,339,0.05
46,,2380,51,,,0.001,,1139,0.009739432483911514,,,,,340,0.05
46,,2387,51,,,0.001,,1143,0.009321310557425022,,,,,341,0.05
46,,2394,51,,,0.001,,1146,0.014357655309140682,,,,,342,0.05
46,,2401,51,,,0.001,,1150,0.025084026157855988,,,,,343,0.05
46,,2408,51,,,0.001,,1153,0.0255227442830801,,,,,344,0.05
46,,2415,51,,,0.001,,1157,0.016637815162539482,,,,,345,0.05
46,,2422,51,,,0.001,,1160,0.008701753802597523,,,,,346,0.05
47,,2429,51,,,0.001,,1164,0.01844485104084015,,,,,347,0.05
47,,2436,51,,,0.001,,1167,0.02928132377564907,,,,,348,0.05
47,,2443,51,,,0.001,,1171,0.014370894059538841,,,,,349,0.05
47,,2450,51,,,0.001,,1174,0.01354703027755022,,,,,350,0.05
47,,2457,51,,,0.001,,1178,0.02017262764275074,,,,,351,0.05
47,,2464,51,,,0.001,,1181,0.005586046259850264,,,,,352,0.05
47,,2471,51,,,0.001,,1185,0.017930764704942703,,,,,353,0.05
47,,2478,51,,,0.001,,1188,0.006598635111004114,,,,,354,0.05
47,,2485,51,,,0.001,,1192,0.016896961256861687,,,,,355,0.05
47,,2492,52,,,0.001,,1195,0.025660473853349686,,,,,356,0.05
48,,2499,52,,,0.001,,1199,0.018381351605057716,,,,,357,0.05
48,,2506,51,,,0.001,,1202,0.030911915004253387,,,,,358,0.05
48,,2513,51,,,0.001,,1206,0.01855618879199028,,,,,359,0.05
48,,2520,51,,,0.001,,1209,0.023661036044359207,,,,,360,0.05
48,,2527,51,,,0.001,,1213,0.03101649321615696,,,,,361,0.05
49,,2534,51,,,0.001,,1216,0.03263052552938461,,,,,362,0.05
49,,2541,51,,,0.001,,1220,0.032864563167095184,,,,,363,0.05
49,,2548,51,,,0.001,,1223,0.013954351656138897,,,,,364,0.05
49,,2555,51,,,0.001,,1227,0.017570164054632187,,,,,365,0.05
49,,2562,51,,,0.001,,1230,0.007457580883055925,,,,,366,0.05
49,,2569,51,,,0.001,,1234,0.0072411042638123035,,,,,367,0.05
49,,2576,51,,,0.001,,1237,0.018287992104887962,,,,,368,0.05
49,,2583,51,,,0.001,,1241,0.011720659211277962,,,,,369,0.05
50,,2590,51,,,0.001,,1244,0.012072541750967503,,,,,370,0.05
50,,2597,51,,,0.001,,1248,0.009906374849379063,,,,,371,0.05
50,,2604,51,,,0.001,,1251,0.010993354953825474,,,,,372,0.05
50,,2611,51,,,0.001,,1255,0.01555941253900528,,,,,373,0.05
50,,2618,51,,,0.001,,1258,0.021700160577893257,,,,,374,0.05
50,,2625,52,,,0.001,,1262,0.015497049316763878,,,,,375,0.05
50,,2632,52,,,0.001,,1265,0.0136110195890069,,,,,376,0.05
50,,2639,52,,,0.001,,1269,0.01487176027148962,,,,,377,0.05
50,,2646,52,,,0.001,,1272,0.014620339497923851,,,,,378,0.05
50,,2653,52,,,0.001,,1276,0.016266394406557083,,,,,379,0.05
50,,2660,52,,,0.001,,1279,0.012144912034273148,,,,,380,0.05
51,,2667,52,,,0.001,,1283,0.011632873676717281,,,,,381,0.05
51,,2674,51,,,0.001,,1286,0.01755303144454956,,,,,382,0.05
51,,2681,52,,,0.001,,1290,0.008020851761102676,,,,,383,0.05
51,,2688,52,,,0.001,,1293,0.006375660188496113,,,,,384,0.05
51,,2695,52,,,0.001,,1297,0.012411665171384811,,,,,385,0.05
51,,2702,52,,,0.001,,1300,0.027663782238960266,,,,,386,0.05
51,,2709,52,,,0.001,,1304,0.013322852551937103,,,,,387,0.05
52,,2716,52,,,0.001,,1307,0.013411912135779858,,,,,388,0.05
52,,2723,52,,,0.001,,1311,0.012318950146436691,,,,,389,0.05
52,,2730,52,,,0.001,,1314,0.011854810640215874,,,,,390,0.05
52,,2737,52,,,0.001,,1318,0.012162813916802406,,,,,391,0.05
52,,2744,52,,,0.001,,1321,0.019190670922398567,,,,,392,0.05
52,,2751,52,,,0.001,,1325,0.02136223390698433,,,,,393,0.05
52,,2758,52,,,0.001,,1328,0.013697762042284012,,,,,394,0.05
53,,2765,52,,,0.001,,1332,0.012183098122477531,,,,,395,0.05
53,,2772,52,,,0.001,,1335,0.01226972695440054,,,,,396,0.05
53,,2779,52,,,0.001,,1339,0.004863996058702469,,,,,397,0.05
53,,2786,52,,,0.001,,1342,0.03223425894975662,,,,,398,0.05
53,,2793,52,,,0.001,,1346,0.014798935502767563,,,,,399,0.05
53,,2800,52,,,0.001,,1349,0.011989418417215347,,,,,400,0.05
53,,2807,52,,,0.001,,1353,0.027909303084015846,,,,,401,0.05
53,,2814,52,,,0.001,,1356,0.03356277197599411,,,,,402,0.05
53,,2821,52,,,0.001,,1360,0.011922135017812252,,,,,403,0.05
53,,2828,52,,,0.001,,1363,0.018745291978120804,,,,,404,0.05
53,,2835,52,,,0.001,,1367,0.015263150446116924,,,,,405,0.05
54,,2842,52,,,0.001,,1370,0.01850687712430954,,,,,406,0.05
54,,2849,52,,,0.001,,1374,0.02191602811217308,,,,,407,0.05
54,,2856,52,,,0.001,,1377,0.02918485552072525,,,,,408,0.05
54,,2863,52,,,0.001,,1381,0.01100826170295477,,,,,409,0.05
54,,2870,52,,,0.001,,1384,0.020907239988446236,,,,,410,0.05
54,,2877,52,,,0.001,,1388,0.013665956445038319,,,,,411,0.05
54,,2884,52,,,0.001,,1391,0.029886825010180473,,,,,412,0.05
54,,2891,52,,,0.001,,1395,0.008358092047274113,,,,,413,0.05
54,,2898,52,,,0.001,,1398,0.007029442116618156,,,,,414,0.05
55,,2905,52,,,0.001,,1402,0.025170402601361275,,,,,415,0.05
55,,2912,52,,,0.001,,1405,0.013022302649915218,,,,,416,0.05
55,,2919,52,,,0.001,,1409,0.022997016087174416,,,,,417,0.05
55,,2926,52,,,0.001,,1412,0.027463234961032867,,,,,418,0.05
55,,2933,52,,,0.001,,1416,0.01203121803700924,,,,,419,0.05
55,,2940,52,,,0.001,,1419,0.0055665490217506886,,,,,420,0.05
55,,2947,53,,,0.001,,1423,0.012904475443065166,,,,,421,0.05
55,,2954,53,,,0.001,,1426,0.017580222338438034,,,,,422,0.05
55,,2961,53,,,0.001,,1430,0.012918354943394661,,,,,423,0.05
55,,2968,53,,,0.001,,1433,0.017398856580257416,,,,,424,0.05
55,,2975,53,,,0.001,,1437,0.014017341658473015,,,,,425,0.05
56,,2982,53,,,0.001,,1440,0.005255904980003834,,,,,426,0.05
56,,2989,53,,,0.001,,1444,0.029949847608804703,,,,,427,0.05
56,,2996,53,,,0.001,,1447,0.009904681704938412,,,,,428,0.05
56,,3003,53,,,0.001,,1451,0.018078749999403954,,,,,429,0.05
56,,3010,53,,,0.001,,1454,0.014601277187466621,,,,,430,0.05
56,,3017,53,,,0.001,,1458,0.011410346254706383,,,,,431,0.05
56,,3024,53,,,0.001,,1461,0.016743438318371773,,,,,432,0.05
56,,3031,53,,,0.001,,1465,0.004218712914735079,,,,,433,0.05
56,,3038,53,,,0.001,,1468,0.0238664411008358,,,,,434,0.05
56,,3045,53,,,0.001,,1472,0.02014467678964138,,,,,435,0.05
56,,3052,53,,,0.001,,1475,0.008866406045854092,,,,,436,0.05
56,,3059,53,,,0.001,,1479,0.005901069846004248,,,,,437,0.05
57,,3066,53,,,0.001,,1482,0.022280899807810783,,,,,438,0.05
57,,3073,53,,,0.001,,1486,0.018240291625261307,,,,,439,0.05
57,,3080,53,,,0.001,,1489,0.0035905803088098764,,,,,440,0.05
57,,3087,53,,,0.001,,1493,0.014825396239757538,,,,,441,0.05
57,,3094,53,,,0.001,,1496,0.008611299097537994,,,,,442,0.05
57,,3101,53,,,0.001,,1500,0.01914326474070549,,,,,443,0.05
57,,3108,54,,,0.001,,1503,0.007255797740072012,,,,,444,0.05
57,,3115,53,,,0.001,,1507,0.015264281071722507,,,,,445,0.05
57,,3122,54,,,0.001,,1510,0.020235450938344002,,,,,446,0.05
57,,3129,54,,,0.001,,1514,0.012425076216459274,,,,,447,0.05
57,,3136,54,,,0.001,,1517,0.018580202013254166,,,,,448,0.05
58,,3143,54,,,0.001,,1521,0.014074414037168026,,,,,449,0.05
58,,3150,54,,,0.001,,1524,0.014587336219847202,,,,,450,0.05
58,,3157,54,,,0.001,,1528,0.01652572490274906,,,,,451,0.05
58,,3164,54,,,0.001,,1531,0.01836562156677246,,,,,452,0.05
58,,3171,54,,,0.001,,1535,0.01976056396961212,,,,,453,0.05
58,,3178,54,,,0.001,,1538,0.0053678592666983604,,,,,454,0.05
58,,3185,54,,,0.001,,1542,0.02474735863506794,,,,,455,0.05
58,,3192,54,,,0.001,,1545,0.016974451020359993,,,,,456,0.05
58,,3199,54,,,0.001,,1549,0.013105886057019234,,,,,457,0.05
58,,3206,54,,,0.001,,1552,0.01975947804749012,,,,,458,0.05
59,,3213,54,,,0.001,,1556,0.016755174845457077,,,,,459,0.05
59,,3220,54,,,0.001,,1559,0.009205229580402374,,,,,460,0.05
59,,3227,54,,,0.001,,1563,0.013065235689282417,,,,,461,0.05
59,,3234,54,,,0.001,,1566,0.011219305917620659,,,,,462,0.05
59,,3241,54,,,0.001,,1570,0.02236049808561802,,,,,463,0.05
59,,3248,54,,,0.001,,1573,0.011833112686872482,,,,,464,0.05
59,,3255,54,,,0.001,,1577,0.005267429165542126,,,,,465,0.05
59,,3262,54,,,0.001,,1580,0.012117616832256317,,,,,466,0.05
59,,3269,54,,,0.001,,1584,0.020167501643300056,,,,,467,0.05
59,,3276,54,,,0.001,,1587,0.021030163392424583,,,,,468,0.05
59,,3283,54,,,0.001,,1591,0.018003707751631737,,,,,469,0.05
59,,3290,54,,,0.001,,1594,0.01737717166543007,,,,,470,0.05
60,,3297,54,,,0.001,,1598,0.00937995221465826,,,,,471,0.05
60,,3304,54,,,0.001,,1601,0.03832263872027397,,,,,472,0.05
60,,3311,54,,,0.001,,1605,0.012822357006371021,,,,,473,0.05
60,,3318,54,,,0.001,,1608,0.008324693888425827,,,,,474,0.05
60,,3325,55,,,0.001,,1612,0.021830234676599503,,,,,475,0.05
60,,3332,55,,,0.001,,1615,0.005906960926949978,,,,,476,0.05
60,,3339,55,,,0.001,,1619,0.02688014879822731,,,,,477,0.05
60,,3346,55,,,0.001,,1622,0.022084806114435196,,,,,478,0.05
60,,3353,55,,,0.001,,1626,0.02037273347377777,,,,,479,0.05
60,,3360,55,,,0.001,,1629,0.019174035638570786,,,,,480,0.05
60,,3367,55,,,0.001,,1633,0.017335765063762665,,,,,481,0.05
61,,3374,55,,,0.001,,1636,0.01365022175014019,,,,,482,0.05
61,,3381,55,,,0.001,,1640,0.007695209234952927,,,,,483,0.05
61,,3388,55,,,0.001,,1643,0.01268355455249548,,,,,484,0.05
61,,3395,55,,,0.001,,1647,0.03367302566766739,,,,,485,0.05
61,,3402,55,,,0.001,,1650,0.013556170277297497,,,,,486,0.05
61,,3409,55,,,0.001,,1654,0.018414530903100967,,,,,487,0.05
62,,3416,55,,,0.001,,1657,0.007950208149850368,,,,,488,0.05
62,,3423,54,,,0.001,,1661,0.026113998144865036,,,,,489,0.05
62,,3430,54,,,0.001,,1664,0.01859583705663681,,,,,490,0.05
62,,3437,54,,,0.001,,1668,0.01757742278277874,,,,,491,0.05
63,,3444,54,,,0.001,,1671,0.010142427869141102,,,,,492,0.05
